Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
14/06/2010,771,773,755,760.25,761.4445604684,650249,15668,495128564,70726,10.88,18,-10.75
11/06/2010,770,772.65,758.1,765.05,766.0007262227,1153916,21793,883900494,333364,28.89,14.55,-4.95
10/06/2010,734,762.8,730,759.45,745.7225675568,1254500,24329,935508961,285640,22.77,32.8,25.45
09/06/2010,735,744.7,723.4,728.1,732.4202072005,1774803,33194,1299901581,298277,16.81,21.3,-6.9
08/06/2010,738.5,756,731.15,736.15,745.0987008498,1111034,22518,827829990,177751,16,24.85,-2.35
07/06/2010,760,760,734.25,739.2,740.3016050991,808922,19515,598846255,105409,13.03,25.75,-20.8
04/06/2010,760,775,755.55,772,767.0029319595,807651,18272,619470685,92099,11.4,19.45,12
03/06/2010,751,771.8,751,767.3,766.0580411459,1011765,19804,775070714,201472,19.91,20.8,16.3
02/06/2010,729,747.95,726.2,744.55,736.4838851045,1321200,28333,973042509,126335,9.56,21.75,15.55
01/06/2010,745,758.5,722.1,725.65,740.4936377465,1042005,21349,771598073,103873,9.97,36.4,-19.35
31/05/2010,754.2,764.4,741.3,754.65,752.3398997963,955055,21722,718525983,55276,5.79,23.1,0.45
28/05/2010,750,774,743.6,748,753.3449596063,1629585,36631,1227639646,142525,8.75,30.4,-2
27/05/2010,711.6,749.9,704.05,742.9,727.7928265793,1477482,35134,1075300801,149393,10.11,45.85,31.3
26/05/2010,684.2,713.4,679.1,709.25,695.260634752,1227062,25552,853127905,145165,11.83,34.3,25.05
25/05/2010,699.8,699.8,670,673.7,683.5121254908,1129645,20522,772126055,274610,24.31,29.8,-26.1
24/05/2010,715,739.95,701.6,706.6,723.8644260873,952462,19460,689453359,158293,16.62,38.35,-8.4
21/05/2010,689.8,714.8,675.1,710.3,696.8660327446,1527948,32770,1064775061,215449,14.1,39.7,20.5
20/05/2010,720,732,696.1,712.1,711.9261106274,1410284,31271,1004018003,167729,11.89,35.9,-7.9
19/05/2010,763.9,765,706.65,714.5,734.4627665287,1471230,27860,1080563656,425073,28.89,58.35,-49.4
18/05/2010,795,795,766.2,771.55,776.0051866568,827508,18893,642150500,93223,11.27,28.8,-23.45
17/05/2010,808,810,776.4,788.95,788.0066568521,703035,17919,553996260,140557,19.99,33.6,-19.05
14/05/2010,829.6,831.5,811.1,815.75,823.1943200305,497890,13602,409860220,49198,9.88,20.4,-13.85
13/05/2010,811,835.5,811,831.1,827.868092363,981649,23640,812675885,119577,12.18,24.5,20.1
12/05/2010,801,811.4,791.2,802.75,801.932217122,682547,16700,547356429,36513,5.35,20.2,1.75
11/05/2010,820,821,794.7,799.5,805.1483939453,875157,19000,704631253,123450,14.11,26.3,-20.5
10/05/2010,780,817,772,813.75,798.0526870759,771024,18454,615317775,131725,17.08,45,33.75
07/05/2010,801,802.45,756.55,762.5,776.5447537164,982343,20630,762833303,259374,26.4,45.9,-38.5
06/05/2010,832,834.35,808.15,814.6,817.9447687218,956143,21431,782072165,79934,8.36,26.2,-17.4
05/05/2010,830,842.1,816.55,835.65,828.391258327,759580,17451,629229432,62121,8.18,25.55,5.65
04/05/2010,865,869.3,839,842.2,857.0544089582,831058,17125,712261923,151977,18.29,30.3,-22.8
03/05/2010,871.5,882.2,848,855.55,864.2480010254,873823,19273,755199781,126010,14.42,34.2,-15.95
30/04/2010,847,877.9,847,872.85,869.0774374716,1334354,26795,1159656955,319346,23.93,30.9,25.85
29/04/2010,830,849.4,822.1,842.85,838.5730986606,774980,15907,649877380,96519,12.45,27.3,12.85
28/04/2010,830,843.65,819.1,821.45,832.2144192834,716055,12544,595911296,207046,28.91,24.55,-8.55
27/04/2010,849,854.9,843.4,846.85,849.3323569909,679065,14319,576751877,148344,21.85,11.5,-2.15
26/04/2010,849.8,860.8,845,850.75,853.2657822999,595002,14070,507694847,119395,20.07,15.8,0.95
23/04/2010,845,849.5,827.65,844.6,839.8718516126,1033942,23456,868378782,150585,14.56,21.85,-0.4
22/04/2010,803.6,854,803.2,836.15,833.6515027562,2174571,41816,1812834382,482306,22.18,50.8,32.55
21/04/2010,799.7,812,793.05,809.15,805.3589140685,736179,17247,592888320,162156,22.03,18.95,9.45
20/04/2010,776.2,798.9,775.5,792,790.3912407244,761273,13295,601703511,214863,28.22,23.4,15.8
19/04/2010,773.1,779.4,763.5,775.45,772.4150526745,525302,11083,405751172,49578,9.44,15.9,2.35
16/04/2010,780,789,772,784.65,781.8441265606,910046,14266,711514120,340300,37.39,17,4.65
15/04/2010,783,797.6,772.2,775.7,787.3043006326,667925,14715,525860225,77698,11.63,25.4,-7.3
13/04/2010,775,785,761.05,774.65,770.7587643381,1706033,20506,1314939887,923014,54.1,23.95,-0.35
12/04/2010,811,811,780,782.65,793.9362721064,693464,16702,550566223,177802,25.64,31,-28.35
09/04/2010,779,814.7,779,808.85,802.5183587037,1152723,25813,925081370,255030,22.12,35.7,29.85
08/04/2010,792.4,793,771.1,773.95,780.500746311,423416,9979,330476504,70449,16.64,21.9,-18.45
07/04/2010,774,796.35,774,793.05,787.4348736628,681391,14738,536551036,93351,13.7,22.35,19.05
06/04/2010,783,784.9,768.1,774.3,774.0855847726,432168,7624,334535019,144516,33.44,16.8,-8.7
05/04/2010,789.9,789.9,768.1,780.85,780.8591940177,535446,11800,418107932,63060,11.78,21.8,-9.05
01/04/2010,755,780,755,775.9,769.7195836542,614201,12993,472762538,142571,23.21,25,20.9
31/03/2010,760,766.7,752,755.7,758.7133188775,616591,13652,467815804,100545,16.31,14.7,-4.3
30/03/2010,746,759.75,742,756.3,752.486085868,837961,16520,630553993,168548,20.11,17.75,10.3
29/03/2010,753.7,760,735.15,739.65,744.6771898342,841445,15456,626604898,225015,26.74,24.85,-14.05
26/03/2010,729,757.25,728,749.65,743.4597006215,1223468,20380,909599153,305130,24.94,29.25,20.65
25/03/2010,734,738,714.5,725.25,722.5560377,963289,20315,696030283,190055,19.73,23.5,-8.75
23/03/2010,762,770.95,736.05,739.05,749.9726289574,1052828,18387,789592183,397136,37.72,34.9,-22.95
22/03/2010,774.9,782.5,758.05,760,769.8149989445,421603,9138,324556313,82461,19.56,24.45,-14.9
19/03/2010,782.8,786.7,776.35,783.7,782.4103492244,379584,8187,296990450,50630,13.34,10.35,0.9
18/03/2010,782,785.95,774.15,780.15,779.4919843492,425792,8236,331901451,90561,21.27,11.8,-1.85
17/03/2010,790,795.8,778,779.95,787.8599475171,680602,15111,536219056,95413,14.02,17.8,-10.05
16/03/2010,770,788.3,768,786.45,780.0746251369,699322,12387,545523347,246740,35.28,20.3,16.45
15/03/2010,786,786,758,768.45,767.7177144215,673265,14789,516877467,73997,10.99,28,-17.55
12/03/2010,772,779.4,760,761.5,768.6941246142,469433,11148,360850389,72316,15.4,19.4,-10.5
11/03/2010,782,782.4,767,770.9,773.3336158572,497893,10226,385037394,74084,14.88,15.4,-11.1
10/03/2010,780,792.5,775.05,778.45,784.3399134471,1158136,21318,908372290,146700,12.67,17.45,-1.55
09/03/2010,765,789.9,750,770.9,758.8009740684,43805548,72421,33239692492,25648053,58.55,39.9,5.9
08/03/2010,812,815.1,792.1,796.75,802.6723394305,778339,15680,624751186,103714,13.33,23,-15.25
05/03/2010,815,816.7,793.3,795.3,809.7337617294,4789026,23272,3877836038,3817433,79.71,23.4,-19.7
04/03/2010,807.1,828.5,798.2,811.65,814.8535664642,1723724,34293,1404582649,161948,9.4,30.3,4.55
03/03/2010,805,814,795.9,807.5,805.202775343,1772898,36921,1427542390,151724,8.56,18.1,2.5
02/03/2010,729,808,726,797.1,781.7184627782,3009325,53023,2352444913,346433,11.51,82,68.1
26/02/2010,668.7,718.7,666,711.05,699.1401810873,1510432,23964,1056003702,209112,13.84,52.7,42.35
25/02/2010,685,686,664,668.7,670.1044745831,468133,10773,313698018,48168,10.29,22,-16.3
24/02/2010,692,698.5,678.1,687.15,685.8690539784,469873,9890,322271350,68504,14.58,20.4,-4.85
23/02/2010,695,714,695,699.1,702.0067847904,594123,10296,417078377,181067,30.48,19,4.1
22/02/2010,702,714.3,695,704.95,707.5677966287,457685,7011,323843167,123889,27.07,19.3,2.95
19/02/2010,704,708.95,687.1,697.9,698.2765827041,419314,9004,292797147,48252,11.51,21.85,-6.1
18/02/2010,716,718.85,703.95,709.8,712.2420466036,350102,8444,249357365,23432,6.69,14.9,-6.2
17/02/2010,715,721.9,708.5,711.4,714.1871987368,492717,10785,351892174,81069,16.45,13.4,-3.6
16/02/2010,688,707.8,688,703,696.5957245966,482013,10115,335768195,70297,14.58,19.8,15
15/02/2010,690,702,680,682.4,691.333748822,529497,10737,366059146,65150,12.3,22,-7.6
11/02/2010,671,691.9,670.1,687.75,683.5746910835,465417,10127,318147282,64840,13.93,21.8,16.75
10/02/2010,683,687,667.6,669.85,677.9231789508,491571,9708,333247375,38409,7.81,19.4,-13.15
09/02/2010,678.9,687,664,676.3,678.4178418602,534451,12138,362581094,28750,5.38,23,-2.6
08/02/2010,682,687.2,645.1,673.6,666.4688486757,753098,16171,501916357,96895,12.87,42.1,-8.4
06/02/2010,675,684,673,680.5,679.2962316104,63555,1611,43172672,13703,21.56,11,5.5
05/02/2010,680,683.5,650,673.05,670.2981922398,776707,15421,520625298,151397,19.49,33.5,-6.95
04/02/2010,718,718,686.2,690.2,701.7596178761,528729,12982,371040661,77328,14.63,31.8,-27.8
03/02/2010,710.1,727,706.5,721.7,718.5085357762,545586,9191,392008198,162197,29.73,20.5,11.6
02/02/2010,728,736.2,705,707.95,721.0192536312,903414,16440,651378888,220956,24.46,31.2,-20.05
01/02/2010,699.4,723,679,719.05,703.0714097656,1325575,25067,931973884,87072,6.57,44,19.65
29/01/2010,710,720,672.5,694.35,692.2337381985,941301,18942,651600310,80924,8.6,47.5,-15.65
28/01/2010,725,734.9,706.15,715.25,722.911559617,571775,12724,413342757,65228,11.41,28.75,-9.75
27/01/2010,759.4,767,710,716,732.1197907978,785269,13390,574910976,214316,27.29,57,-43.4
25/01/2010,772,783,759,768.2,773.9356032392,377255,7616,291971076,105921,28.08,24,-3.8
22/01/2010,771,786.35,755,778.55,773.296619272,431061,9881,333338014,67375,15.63,31.35,7.55
21/01/2010,799,802.9,777.85,781.05,790.959553576,290755,6809,229975445,47307,16.27,25.05,-17.95
20/01/2010,813,813,799.3,803.2,804.6875231839,417855,7381,336242705,92094,22.04,13.7,-9.8
19/01/2010,812.55,818,801,803.35,809.7310720917,384538,8535,311372367,54866,14.27,17,-9.2
18/01/2010,794,812.9,785.35,808.3,803.4305385107,788768,17020,633720299,120589,15.29,27.55,14.3
15/01/2010,788,802.85,775.3,796.7,793.9162354873,796459,15913,632321731,114826,14.42,27.55,8.7
14/01/2010,791.4,794.85,780.1,782.4,786.4004139726,382634,5896,300903536,164471,42.98,14.75,-9
13/01/2010,779.9,793.25,760,785.05,782.1827411501,761870,14250,595921565,164594,21.6,33.25,5.15
12/01/2010,789,796.05,780.9,785.1,788.448098762,461068,9601,363528188,49697,10.78,15.15,-3.9
11/01/2010,799,799,783.2,788.35,790.4231075802,455409,9066,359965797,90861,19.95,15.8,-10.65
08/01/2010,787,804.9,784.1,789.15,795.0401237729,732309,16093,582215038,85898,11.73,20.8,2.15
07/01/2010,814.85,819,780.2,784.75,790.4524497267,1033054,24979,816580065,243682,23.59,38.8,-30.1
06/01/2010,819.9,823,805.05,812.1,814.7795042556,699433,14117,569883673,117525,16.8,17.95,-7.8
05/01/2010,835,842,808.1,810.95,823.509104319,1160603,27514,955767137,281563,24.26,33.9,-24.05
04/01/2010,791,830.25,788,827.4,815.8322430153,1328970,25065,1084216576,198422,14.93,42.25,36.4
31/12/2009,790.1,799.8,783,792.6,793.1703167351,825327,14309,654624878,84161,10.2,16.8,2.5
30/12/2009,789,797,781.2,787.8,790.3127888738,860670,16074,680198508,81812,9.51,15.8,-1.2
29/12/2009,772,792.75,760,786.3,786.7695076529,871235,16529,685461132,64040,7.35,32.75,14.3
24/12/2009,754.9,788.85,747,779.95,770.2409712849,1605461,27350,1236591840,207049,12.9,41.85,25.05
23/12/2009,730,749.6,726.1,746.9,741.2230624074,665594,12228,493353623,126576,19.02,23.5,16.9
22/12/2009,731,736.8,721.1,725.8,728.2164520916,373995,8392,272349312,33080,8.85,15.7,-5.2
21/12/2009,732,748,724.15,726.3,735.1784128356,689771,13081,507104749,110255,15.98,23.85,-5.7
18/12/2009,712,738.3,711.5,732.75,730.4185164684,1170666,23640,855076123,150746,12.88,26.8,20.75
17/12/2009,709,716.25,703.5,710.3,710.7908424665,603110,12256,428685065,38156,6.33,12.75,1.3
16/12/2009,689.8,712.8,686.65,709.05,701.919366033,1027309,20685,721088082,185293,18.04,26.15,19.25
15/12/2009,715,720,685,687.85,698.6714473686,668033,11763,466735583,115178,17.24,35,-27.15
14/12/2009,730,730,701.05,710.45,713.3270600824,426148,8331,303982900,53428,12.54,28.95,-19.55
11/12/2009,714,725.8,707,710.95,716.1138803551,589812,11485,422372560,52252,8.86,18.8,-3.05
10/12/2009,720,723.4,711.25,712.9,716.058520087,480758,8785,344250862,85169,17.72,12.15,-7.1
09/12/2009,720,728.55,715.55,719.55,722.1263269639,663168,13729,478891072,60910,9.18,13,-0.45
08/12/2009,707.7,725,701.5,723.6,714.8693166969,895386,16297,640083978,106751,11.92,23.5,15.9
07/12/2009,716,723.95,700.1,704.05,709.8854742456,699764,12637,496752299,110793,15.83,23.85,-11.95
04/12/2009,700,719.9,696.1,709.65,712.0406212093,815313,15646,580535975,67576,8.29,23.8,9.65
03/12/2009,735,735,701.25,705.4,713.4017872514,1243026,20485,886776970,345884,27.83,33.75,-29.6
02/12/2009,714.9,739.45,708,729.75,726.0120340203,1668769,31646,1211546376,201738,12.09,31.45,14.85
01/12/2009,666,708,665,700.75,688.2854866585,1282799,25055,882931934,191157,14.9,43,34.75
30/11/2009,634.25,665.5,632,660.9,657.7564183121,1126776,20182,741144146,136624,12.13,33.5,26.65
27/11/2009,630,637,611,629.5,624.0308046212,822474,16934,513249112,63333,7.7,26,-0.5
26/11/2009,644,650.7,611,634.85,631.3721179717,1282647,20971,809827553,245695,19.16,39.7,-9.15
25/11/2009,652.5,657,641.2,643.7,649.9620236159,491279,9906,319312693,68133,13.87,15.8,-8.8
24/11/2009,652.4,663,646.9,649.55,654.961336563,834768,16654,546740765,103699,12.42,16.1,-2.85
23/11/2009,646.9,651.9,641.05,645.75,647.0906393929,488088,10234,315837176,65629,13.45,10.85,-1.15
20/11/2009,628,647,626.1,642.4,637.615713227,646309,12840,412096774,52366,8.1,20.9,14.4
19/11/2009,649,656.35,632.6,636.1,646.6746562282,755152,14692,488337660,92190,12.21,23.75,-12.9
18/11/2009,625,649.3,623.5,646.2,639.7885158009,869351,14061,556200786,169467,19.49,25.8,21.2
17/11/2009,635,642,616.1,626.5,627.5294034281,994901,15033,624329631,194357,19.54,25.9,-8.5
16/11/2009,630,639.75,625.05,633.9,634.6597504201,591554,10862,375435514,103042,17.42,14.7,3.9
13/11/2009,619,625.9,613.1,619.5,620.3066489839,624336,11833,387279772,79506,12.73,12.8,0.5
12/11/2009,625.25,635.35,602,618.9,624.5410647565,1324810,21295,827398248,186164,14.05,33.35,-6.35
11/11/2009,599,630.85,594,621.55,617.7486764437,1682588,28893,1039416510,332963,19.79,36.85,22.55
10/11/2009,584.65,606.35,578.65,593.75,596.5695330978,1718304,27444,1025087815,209275,12.18,27.7,9.1
09/11/2009,574.2,582,565.2,580.65,575.8750111109,753763,12053,434073276,101064,13.41,16.8,6.45
06/11/2009,584,588.25,565.85,569.55,578.4237956608,1138695,19331,658648284,126812,11.14,22.4,-14.45
05/11/2009,574.9,578.7,556.65,575.65,566.8924965798,858875,14580,486889793,125164,14.57,22.05,0.75
04/11/2009,557.65,572.7,545,569.45,562.3891091659,1681469,17884,945639853,673741,40.07,27.7,11.8
03/11/2009,562,579.7,547.3,551.85,568.2164830303,849868,15681,482909006,84379,9.93,32.4,-10.15
30/10/2009,561,575,553,565,566.5866000481,1214676,17003,688219145,265877,21.89,22,4
29/10/2009,551,559.85,534,555,546.7778931337,1530529,24521,836859422,145640,9.52,25.85,4
28/10/2009,549,570.7,543,562.1,559.9553769616,1837190,27527,1028744419,335393,18.26,27.7,13.1
27/10/2009,530.1,562.8,530.1,547.75,553.4695474749,2544124,41675,1408095159,228411,8.98,32.7,17.65
26/10/2009,531.5,553.3,519.5,539.35,537.7107460199,2317351,29590,1246064535,630083,27.19,33.8,7.85
23/10/2009,550,553.8,525.25,529.4,536.054944408,1155113,15656,619204035,429407,37.17,28.55,-20.6
22/10/2009,550,555,530,541.9,544.4961146289,881383,16047,479909619,115820,13.14,25,-8.1
21/10/2009,575,580,555,562.2,567.1202208762,661366,11099,375074032,94330,14.26,25,-12.8
20/10/2009,580,590.7,570.2,578.75,584.1670989518,831627,14950,485809132,119683,14.39,20.5,-1.25
17/10/2009,594,594,570,576.7,578.7785825103,130202,2878,75358129,44616,34.27,24,-17.3
16/10/2009,568,582,563.85,578.5,573.9719145888,720374,12390,413474444,109684,15.23,18.15,10.5
15/10/2009,580,587.4,566.4,572.55,576.1605656758,919113,15559,529556666,133904,14.57,21,-7.45
14/10/2009,553,580.4,552,572.65,570.0796202255,1588943,23475,905824022,385534,24.26,28.4,19.65
12/10/2009,544.9,556.6,540,550.25,548.7738156467,1092706,19619,599648441,107823,9.87,16.6,5.35
09/10/2009,590,597,544,548.3,558.1899998758,1691159,26657,943988042,496882,29.38,53,-41.7
08/10/2009,565.1,600,560,587.4,584.0350020418,1623591,26243,948233973,192797,11.87,40,22.3
07/10/2009,564.9,574,553.55,557.55,565.0170103816,655776,11556,370524595,83627,12.75,20.45,-7.35
06/10/2009,568,569.5,533.8,558.35,547.3678481045,1254178,16129,686496713,367518,29.3,35.7,-9.65
05/10/2009,574,579,558.1,561.05,567.8784387268,485245,8611,275560173,108465,22.35,20.9,-12.95
01/10/2009,591,594,576.85,580.1,584.2942873687,500820,10625,292626265,87035,17.38,17.15,-10.9
30/09/2009,590.4,596.9,583.15,591.35,590.2176524925,651704,12003,384647205,64197,9.85,13.75,0.95
29/09/2009,602,603.9,585.25,590.8,595.8483551843,438195,8046,261097770,69503,15.86,18.65,-11.2
25/09/2009,597,604.7,588.1,592.85,597.0385631799,652747,12207,389715131,73448,11.25,16.6,-4.15
24/09/2009,601,610,595,602.8,601.5432653103,876811,15215,527439752,51176,5.84,15,1.8
23/09/2009,620,620,605.75,607.8,612.7800885631,720390,13910,441440648,94384,13.1,14.25,-12.2
22/09/2009,597,621.35,597,614.5,613.9750811147,1410657,22491,866108246,134063,9.5,24.35,17.5
18/09/2009,600,606.65,591,598.95,599.3401874346,955000,16388,572369879,104753,10.97,15.65,-1.05
17/09/2009,610,619.9,598.2,606.15,608.7758045559,1366406,24644,831834912,162956,11.93,21.7,-3.85
16/09/2009,574.95,607.7,569.75,604.65,590.6811045886,2482698,38207,1466482797,308066,12.41,37.95,29.7
15/09/2009,564.45,574.4,561.8,569.25,569.4677364154,838577,14513,477542546,91895,10.96,12.6,4.8
14/09/2009,548.4,565.9,539.25,561.8,553.5412837348,1440204,22919,797212371,88226,6.13,26.65,13.4
11/09/2009,564.9,568.7,539.1,550.95,553.4823861474,1242857,17720,687899458,144176,11.6,29.6,-13.95
10/09/2009,562.7,577.7,557.1,563.7,568.9712755237,1909208,27541,1086284511,286716,15.02,20.6,1
09/09/2009,564.7,564.7,548.4,556.95,556.5188627379,1087700,18652,605325567,58892,5.41,16.3,-7.75
08/09/2009,570.15,574.85,547.3,562.65,560.8344436614,2710310,38414,1520035201,182011,6.72,27.55,-7.5
07/09/2009,514,577,509.5,565.75,544.3521772437,3241277,41588,1764396192,548349,16.92,67.5,51.75
04/09/2009,430,516.8,430,508.2,504.7652777222,1425327,21145,719455579,161288,11.32,86.8,78.2
03/09/2009,524,530.5,502,509.8,519.0240781905,1072049,15698,556419244,165349,15.42,28.5,-14.2
02/09/2009,510.5,526.9,503,518.2,518.0343066351,1964139,29834,1017491385,85587,4.36,23.9,7.7
01/09/2009,488.1,523.65,475.1,517.85,509.971976646,2987758,43753,1523672853,364372,12.2,48.55,29.75
31/08/2009,483,496,476.6,489.35,487.5024198756,1452554,18194,708123590,214188,14.75,19.4,6.35
28/08/2009,482,495,477,489.65,488.6494367234,1277969,19271,624478832,75528,5.91,18,7.65
27/08/2009,492,496,483.5,485.95,489.8209581176,1028642,15536,503850410,118877,11.56,12.5,-6.05
26/08/2009,494.25,505,482.6,498.65,497.5941756592,1806316,27625,898812321,135787,7.52,22.4,4.4
25/08/2009,455,493.6,454,490.25,475.5563992139,2766918,37570,1315825561,474584,17.15,39.6,35.25
24/08/2009,444,460,437,457.75,450.990298034,1205735,19103,543774787,210459,17.45,23,13.75
21/08/2009,433,436.2,423.1,432.55,431.6752149803,1316400,20479,568257253,111668,8.48,13.1,-0.45
20/08/2009,439.1,442,426.1,429.65,434.6646965195,826165,13366,359104759,74371,9,15.9,-9.45
19/08/2009,442.5,442.5,425.85,429.6,433.313440985,1197814,18552,519028906,122407,10.22,16.65,-12.9
18/08/2009,430.25,446,422.05,439.6,437.7761274272,2272985,34031,995058571,211775,9.32,23.95,9.35
17/08/2009,458,461.4,432.9,435.65,447.7936230399,1225631,18691,548829746,191125,15.59,28.5,-22.35
14/08/2009,474,478,461.1,466.8,468.715120039,1857105,31236,870453193,100936,5.44,16.9,-7.2
13/08/2009,455,475,446,473.35,461.1019487342,2810491,41247,1295922877,311286,11.08,29,18.35
12/08/2009,426,449.8,415,447.15,431.975947677,2879805,39871,1244006494,241641,8.39,34.8,21.15
11/08/2009,401,433.95,395.6,428.25,423.2621919926,3109828,41765,1316272616,329177,10.59,38.35,27.25
10/08/2009,424.75,424.8,394.8,400.95,406.1301532721,2062476,28101,837633694,197142,9.56,30,-23.8
07/08/2009,411,423.8,400.25,414.5,411.1328844179,2732066,40240,1123242175,345870,12.66,23.55,3.5
06/08/2009,445,448,415,418.3,431.4534068986,1668541,25026,719897699,374447,22.44,33,-26.7
05/08/2009,447.1,456,437.1,449.45,447.6674953436,2425151,33701,1085661274,251155,10.36,18.9,2.35
04/08/2009,435,468.2,434,443,452.1207583554,3900757,49697,1763613213,268624,6.89,34.2,8
03/08/2009,419.9,433.75,417,431.25,427.4525713976,1438109,21374,614723390,204087,14.19,16.75,11.35
31/07/2009,400,424.7,399,421.55,416.6448743045,1985711,27646,827336310,339072,17.08,25.7,21.55
30/07/2009,388.6,402.9,385,395.4,395.4692721874,937343,14060,370690354,130754,13.95,17.9,6.8
29/07/2009,410,412,380.2,393.65,396.0011364122,2129509,26592,843287984,483673,22.71,31.8,-16.35
28/07/2009,384.9,424.4,380.1,414.2,406.7433013785,4241507,56757,1725204560,580444,13.68,44.3,29.3
27/07/2009,373.25,388,356.8,374.95,369.9457751816,2082054,23594,770247081,381136,18.31,31.2,1.7
24/07/2009,345,376.7,340.4,373.5,362.6224786772,2218280,32586,804398192,411783,18.56,36.3,28.5
23/07/2009,328,342.4,328,340.4,336.7265162958,1235346,12206,415973755,288221,23.33,14.4,12.4
22/07/2009,329.9,340.5,319.8,324.55,332.0593402784,848176,11920,281644763,134430,15.85,20.7,-5.35
21/07/2009,328.8,336.85,317.6,327.15,326.5065125235,1079689,14470,352525490,231359,21.43,19.25,-1.65
20/07/2009,318.1,329.55,308.75,327.95,322.4772978318,1088178,15281,350912701,236210,21.71,20.8,9.85
17/07/2009,304.8,318,301,316,312.7376808799,1301209,20279,406937085,320006,24.59,17,11.2
16/07/2009,295,307.75,293.05,296.2,299.8041741954,920369,14328,275930468,147695,16.05,14.7,1.2
15/07/2009,275.05,290.5,273,288.65,281.8749481919,798621,12332,225111253,111980,14.02,17.5,13.6
14/07/2009,270,276,266,273.6,272.7237108133,665245,10355,181428085,143805,21.62,10,3.6
13/07/2009,265.05,269.5,254.3,262.05,261.3464767293,616203,9979,161042483,88558,14.37,15.2,-3
10/07/2009,279.35,285,266,269.9,277.8557042651,1015477,16097,282156077,125507,12.36,19,-9.45
09/07/2009,279.8,284,266,272.3,273.4868806317,1058740,14039,289551500,206610,19.51,18,-7.5
08/07/2009,277,292.7,270,281.15,283.4342841437,1797344,24068,509428910,286535,15.94,22.7,4.15
07/07/2009,286.05,289,271.5,279.85,279.1181620952,993305,13542,277249466,162129,16.32,17.5,-6.2
06/07/2009,301,307.7,279,283.35,293.975434726,1125939,16306,330998407,286751,25.47,28.7,-17.65
03/07/2009,294.3,304,288.25,300.5,297.414751127,1228679,18250,365427259,198964,16.19,15.75,6.2
02/07/2009,297.8,303,286,294.3,293.3190224914,905281,13220,265536138,135378,14.95,17,-3.5
01/07/2009,294,304.5,290.25,299.3,297.2500121146,1444538,20800,429388938,174350,12.07,14.25,5.3
30/06/2009,316.9,319.45,288.5,291.15,299.7058953945,3161841,31102,947622388,1196211,37.83,30.95,-25.75
29/06/2009,343,343,312.05,313.85,320.6729292643,2231236,27278,715496984,1044834,46.83,30.95,-29.15
26/06/2009,345,345,328.65,340.3,337.5915145191,889378,13277,300246466,111304,12.51,16.35,-4.7
25/06/2009,360,365,335,337.6,345.138973646,1477424,19020,509916603,382869,25.91,30,-22.4
24/06/2009,348.4,359.5,343.2,357,352.0550030819,970182,13551,341557427,133341,13.74,16.3,8.6
23/06/2009,325,347.35,317,342.6,338.6307782912,1324440,15550,448496148,181074,13.67,30.35,17.6
22/06/2009,351.6,352.5,331,333.6,340.1573019493,600730,8905,204342696,143421,23.87,21.5,-18
19/06/2009,335,347.5,333,345.3,342.2811852121,649234,11338,222220583,134221,20.67,14.5,10.3
18/06/2009,324.7,335.5,320,328.6,328.301926544,1240252,11067,407177121,437334,35.26,15.5,3.9
17/06/2009,351,354,318.5,324.25,340.0448610714,986334,9493,335397808,404857,41.05,35.5,-26.75
16/06/2009,335.25,354,330,350,345.0310738025,682118,11326,235351906,83921,12.3,24,14.75
15/06/2009,349,354,335.25,342.35,342.9909248617,692882,9651,237652238,218934,31.6,18.75,-6.65
12/06/2009,374,375,353,356.65,364.5194854445,835906,12068,304704025,156420,18.71,22,-17.35
11/06/2009,362,379.9,353.1,370.3,368.6071891227,1105420,15951,407465759,167741,15.17,26.8,8.3
10/06/2009,373,382.5,359,361.3,369.9304263329,859305,11504,317883065,228974,26.65,23.5,-11.7
09/06/2009,362.15,371.3,351,368.5,362.2153140988,1489229,14546,539421550,570576,38.31,20.3,6.35
08/06/2009,395,403.3,360,364.75,385.2687907692,1066521,16360,410897256,194089,18.2,43.3,-30.25
05/06/2009,370,402.4,368,389.05,383.9589544331,2236490,27134,858720362,644478,28.82,34.4,19.05
04/06/2009,363.85,373.65,352,369.45,367.6378950927,905199,11319,332785455,187849,20.75,21.65,5.6
03/06/2009,358.75,378.7,355.1,362,369.8648644866,1786170,24223,660641525,402631,22.54,23.6,3.25
02/06/2009,346,355,336.1,349.15,344.5200302425,1300159,17454,447930818,331584,25.5,18.9,3.15
01/06/2009,345,345.9,334,337.95,338.8465401106,919856,12320,311690023,236302,25.69,11.9,-7.05
29/05/2009,339,351.7,331.65,336.7,342.2085622297,1861104,23919,636885724,358099,19.24,20.05,-2.3
28/05/2009,353,353,328.05,332.65,335.5298406994,1011672,14267,339446145,289039,28.57,24.95,-20.35
27/05/2009,330,347,327,343.55,341.4452436217,728527,10335,248752079,148770,20.42,20,13.55
26/05/2009,346.4,349,322.1,325.5,334.8662139592,682560,8944,228566283,188887,27.67,26.9,-20.9
25/05/2009,345,355.45,339,345.95,345.6525313147,667499,9133,230722719,113397,16.99,16.45,0.95
22/05/2009,350,367.9,338.5,345.7,348.6059376843,1222261,15008,426087442,320336,26.21,29.4,-4.3
